Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
108,"The 300 metre route, which leads from Surprise View car park, is part of the partnership''s ''Moors for All'' initiative and has now made the spectacular viewpoint at Surprise View near Hathersage accessible for wheelchair and pushchair users. 9 August 2005 Ranger celebrates 30 years in National Park Being a Peak District National Park ranger was hardly the obvious choice of career for a Sheffield-born former engineer. 8 August 2005 Authority shapes up to sleeker future - Peak''s special case recognised by Minister The Peak District National Park Authority''s membership is to be streamlined from 38 members to 30 following a Government announcement on Friday (August 5). 5 August 2005 Cyclists on the trail of 10,000-mile celebration Cyclists can pedal through the Peak District National Park as part of a series of celebration rides to mark the 10,000th mile of the National Cycle Network. 2 August 2005 Stone me!",u,0,0,1,0
109,"Robert Rawlinson, a distinguished engineer, is sent out to improve sanitation in the barracks serving as a hospital for the sick and wounded of the Crimean War.",m,0,1,0,0
110,The author is an engineer with much professional experience of building race engines.,u,0,0,1,0
111,"William Skinner, the Board''s chief military engineer, was responsible for its design and execution, a project that cost over £200,000 (twice his original estimate), and he became the first governor of the fort.",m,0,1,0,0
112,"University of Southampton is pleased to announce the RJ Mitchell scholarships for Academic Excellence for new undergraduates. 06 March 2006 University researchers present work at the House of Commons Two researchers from the School of Engineering Sciences have been invited to the House of Commons to present posters on their research at a high-profile reception on 13 March. 27 February 2006 ''Best Presentation'' award for tribology student A PhD student from the School of Engineering Sciences has been awarded ''Best Presentation'' award for tribology student. 20 February 2006 Rare double award for student engineer Award of two prestigious scholarships to School of Engineering Sciences, Engineering Doctorate (EngD) student for research into a ''tank sloshing'' warning system. 06 February 2006 Southampton academics link with business leaders across Europe Four Southampton academics have been recruited by London Technology Network (LTN) to promote cutting edge technology to the world''s leading industrial decision makers. 16 January 2006 Yachting success from the Wolfson Unit The Wolfson Unit has been celebrating Mike Golding''s recognition as International Racing Yacht Forum (FICO) World Champion at this year''s Schroders London Boat Show",u,0,0,1,0
113,"If, under the terms of the contract, installation is to be provided by the company in the form of an engineer or engineers then the Client shall, without charge to the Company, make available to the Company such personnel and tools as may be necessary for the purpose.",u,0,0,1,0
114,"The flaw has the potential to undermine users'' ability to determine what they should trust, eEye security research engineer Drew Copley said at the time of its discovery.",m,0,1,0,0
115,"I believe that he had the makings of a clever, if not brilliant, engineer and I was told by Father, and also Lionel, that he had made his own wireless set in 1924 from crystals.",m,0,1,0,0
116,"His theatre production work includes: The Wooster Group (technical artist), GAle GAtes (effects designer/engineer), Dennis Cleveland at Lincoln Center (projection system designer/engineer).",m,0,1,0,0
117,"More about TESSA engineer support site The new Ricoh UK Solutions-Support.net web resource is now online, providing engineers with access to Software Downloads, Document Libraries and Technical Formum.",u,0,0,1,0
118,"At one meeting a senior engineer proclaimed, ""why are we wasting time talking about brand?",u,0,0,1,0
119,Can you request a different engineer?,u,0,0,1,0
120,"Robert and his wife Sally were quakers, and their son George Watson (baptised 4 August 1789), later achieved fame as a civil engineer.",m,0,1,0,0
121,"Domestic Installations At the moment, only a British Telecom engineer can, legally make connections to single exchange lines, the kind found in most domestic or small business properties.",u,0,0,1,0
122,"''In art'', Harper regrets, ''he did not excel, but as an engineer and land surveyor he was distinguished; and had he possessed that steadiness of purpose necessary to success in life, he might have risen to eminence in that walk''.",m,0,1,0,0
123,"The regimental engineer advises and assists the regimental commander in all aspects of engineer planning, coordination, and execution.",u,0,0,1,0
124,"""We need water,"" said a North Oil engineer, Mazin Kadim.",u,0,0,1,0
125,"The new depot has the advantage of being in a central position in the established Gravelly Industrial Estate in Birmingham, tel: 0121 327 8860 The company has strengthened its service team by the appointment of a new service engineer, David Bryan, at its Bristol depot.",m,0,1,0,0
126,Used on an aircraft this measures the airspeed: some years ago a maintenance engineer left some masking tape over the static pressure tappings on an aircraft Pitot tube: the flight engineer duly set his instruments to the ground static pressure.,m,0,1,0,0
127,"In many cases their career progression has been actively supported by their employers by sponsorship on degree programmes, and by encouraging people towards achieving professional qualifications such as chartered engineer.",u,0,0,1,0
128,"I was the site engineer in 1953 on the contract for rebuilding the sea-wall between Faversham and Seasalter, after the serious over-topping caused by the North Sea surge.",u,0,0,1,0
129,"The aim is to control scouring of the bridge foundations by the River Yare under Bridge 1687 . The job went well and was inspected by our bridge engineer, John Woods.",m,0,1,0,0
130,"He''s a composer, producer, engineer, mixer, and label owner.",m,0,1,0,0
131,Charles Lewis Ward (a radio engineer) and Leslie Rowson (an electrical engineer) were faced with the challenge of rebuilding and customising that equipment.,m,0,1,0,0
132,"This position offers an intermediate to senior engineer excellent opportunities to grow software design, systems design and team leadership skills in a dynamic, supportive environment.",u,0,0,1,0
133,"The characters of the real kids are similar to those in the book: Chloe is bookish, Jordy is sporty, Alex wants to be an engineer.",u,0,0,1,0
134,I worked as a hospital engineer at the Brook Hospital.,u,0,0,1,0
135,"If you''ve already placed an order and your ISP didn''t arrange an engineer visit, ask again.",u,0,0,1,0
136,"After about 30 minutes a decision is made as to which is the best way forward, and if covered under contract, an engineer will go straight to site to continue finding a resolution.",u,0,0,1,0
137,At this point I think ill try out my new engineer toy and here I am building a teleporter exit.,u,0,0,1,0
138,"He is a chartered engineer working with the MoD Defence Logistics Organisation in Andover, where he has lived since 1982.",m,0,1,0,0
139,"Apart from the chief engineer, Jones was the only professional seaman on board.",u,0,0,1,0
140,"Remixer A mixing engineer who specializes in Re-mixing (the mixdown of other versions of a song, often adding additional parts and/or samples).",u,0,0,1,0
141,""" The engineer replied, ""But, before that, God created the heavens and earth from chaos and confusion, and thus he was the first engineer.",u,0,0,1,0
142,"The Pole Star called and landed two passengers - McHugh, a telegraph engineer, and Cruikshank a telegraph linesman - and 5 ships were sighted off the Isle sailing to the eastward.",u,0,0,1,0
143,"The first man to die was an engineer off the ""We1lpark"".",m,0,1,0,0
144,"McLean titled ''Mosley Exposed - The Union Movement from Within'', c. 1950s (LAdd/6281) Mosley, Sir Oswald Ernald (1896-1980) 6 th Baronet MP Fascist Leader: Letter to unnamed correspondent, 1968 (LAdd/6246)Christmas card to unknown recipient, c.1920s-early 30s (LAdd/6247) Patmore, Harriet Georgina (1841- 1925), widow of Coventry Patmore: Letters to Edward Elgar, 1905 (LAdd/6278-6279) Rennie, George (1791–1866), mechanical and civil engineer: Two letters 1836-1843 (LAdd/6282-6287) Rennie, Sir John (1794–1874), civil engineer: Two original letters written on behalf of Sir John Rennie, 1836-1843 (LAdd/6282-6287) Scholefield, William (1809-1867), Mayor of Birmingham and MP: Letter to John Oxford, 1866 (LAdd/6267) Letters Additional of Austen Chamberlain (1863-1937), statesman Catalogue records of these items are available on our Online Archive Catalogue: http://calm.bham.ac.uk/DServeA/ Letter to Lord Scarborough, 1912 (ACLAdd/252) Letter to",m,0,1,0,0
145,"The project will be carried out by a multidisciplinary team of designer, software engineer, and psychologist.",u,0,0,1,0
146,"The base staff comprise a seal assistant, a bird assistant, a penguin assistant and a facilities engineer.",u,0,0,1,0
147,"Born and bred in York he currently works as a Community Arts musician, songwriter, music teacher, live sound engineer with Planet Sound and editor of The Talk Magazine.",m,0,1,0,0
148,"Automation In consoles, a feature that lets the engineer program control changes (such as fader level) so that upon playback of the multitrack recording these changes happen automatically.",d,0,0,0,1
149,The Fab Beatles come complete with a modern sound system and lights operated by their own engineer.,u,0,0,1,0
150,"Another phone call, the engineer will be out today (they were), I asked about compensation, its with our directors now he said.",u,0,0,1,0
151,"Brunel in Bristol docks by Angus Buchanan An enlightening look at the advice given by Brunel to the Bristol Dock Company during his engagement as its consulting engineer, examining the elements that were implemented and the consequences of those decisions.",u,0,0,1,0
152,The picture shows assistant engineer Mr Maurice Berkeley stopping the clock.,m,0,1,0,0
153,"As a part of the mission, they were joined by Frank Schubert, the hab''s chief designer and engineer, who accompanied them to the locations under consideration for siting the Euro-MARS during the latter half of the Scouting Mission.",u,0,0,1,0
154,"The Incorporated Engineer was the embodiment of the idea that employers very much want and continue to look for: engineers who, though not advanced in their understanding of theory, have a know-how of the way that engineering is applied, who feel comfortable with technology that allows them to experiment with and apply new technologies in ways that create new markets or establish a foothold in existing markets.",u,0,0,1,0
155,"Hotpoint DWF50 Posted by Anonymous on 2005-12-04 20:20:44 My Score: I''''ve had 8 visits from a Hotpoint engineer, a new basket, a new door seal, a new pump and filter AND THREE yes THREE control modules before Hotpoint finally gave up.",u,0,0,1,0
156,"April Snow - Review by Noel Megahey When their partners are involved in a car crash, a concert lighting engineer and a young woman find that their partners have been having an affair and find themselves drawn together by the circumstances.",u,0,0,1,0
157,""" Mr Cole said the bed was examined by electrical engineer Paul Harris who saw essential warnings, which by law are supposed to be visible on both parts of the canopy, were either missing or painted over.",m,0,1,0,0
158,"You are a professional (e.g. lawyer, engineer, lab technician), are interested in a career in nursing and are seeking asylum and refugee status.",u,0,0,1,0
159,It was nice to have been able to fall back on an On Site Installation but this would involve waiting a few days for an engineer to arrive and was not necessary.,u,0,0,1,0
160,"Adrian Quayle began his career as a telecommunications engineer, after graduating in Electrical Engineering and Electronics, planning and designing data and voice networks.",m,0,1,0,0
161,"Recorded by top recording and mix engineer Haydn Bendall (28 years experience at Abbey Road and a first-choice engineer of many megastars), and performed by top session drummer Ralph Salmins, the sound and performances are impeccable.",m,0,1,0,0
162,"The early history of Rolls-Royce is in fact that of an electrical engineer, Frederick Henry Royce.",m,0,1,0,0
163,"Nissan body-in-white engineer, Adam Garbutt welcomes the flexibility offered by offline programming, ""Before off-line methods, we had a limited window, usually during the night shift and at weekends, to programme the robots on-line.",m,0,1,0,0
