Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
45,"Furthermore, having examined Scottish Record Office papers, we discovered there was in fact a Dumfries branch of the pro-democracy Friends of the People and can pinpoint that the delegate from Dumfries to the National Convention of the Friends of the People was the young unemployed bank clerk Burns knew and wrote to Mrs Dunlop about, John Drummond.",m,0,1,0,0
46,"In Tokyo, her daughter Sylvia has an affair with Toshi, a younger bank clerk.",u,0,0,1,0
47,"To the vulgar, these seem never the same; but to the expert, the bank clerk, or the lithographer, they are constant quantities, and as recognizable as the North Star to the night-watch on deck.",u,0,0,1,0
48,Years as a law abiding bank clerk were interrupted by the depression and redundancy and he turned instead to the business of ''liquidating members of the opposite sex'' for money to support his invalid wife and child.,m,0,1,0,0
49,"Arthur tho, wis a different kettle o fush, a bank clerk, a scout maister, a jazz band trumpeter, a lang streak o a loon wi a croon o neat blaik curls that sat atap his heid like a nest o brummils.",m,0,1,0,0
50,I fully accept that a 10 stone bank clerk with a karate black belt from a reputable school could usually beat other 10 stone bank clerks who have no training.,u,0,0,1,0
51,I then went on to do a business admin course at college and got a job as a bank clerk.,u,0,0,1,0
52,"But after leaving school in the Bedford area at 16, he worked as a bank clerk for two years before being conscripted into the Navy where he remained in the ranks as Leading Seaman in the clerical division.",m,0,1,0,0
53,"As a 20-year-old bank clerk, Henry Botterell joined the Royal Navy Air Service (RNAS) in 1916.",m,0,1,0,0
54,"When I first did Chinese full contact fighting, I was neither 10 stone nor a bank clerk, although I did have a karate black belt.",u,0,0,1,0
55,"In the final week of Channel Four''s big brother show, 6,366,325 votes were cast, 3.9 million of them going to the Portuguese transsexual Nadia Almada, who is a 27 year old bank clerk living in Surrey.",f,1,0,0,0
56,"And Bernard is a decent, but monosyllabic English bank clerk.",m,0,1,0,0
57,"When on holiday after my return to civilian life, I tried to pass these at Lake Come, with plenty of comments from the bank clerk as to where I had obtained these out of date currency notes.",u,0,0,1,0
58,"The Judge referred to her as the ""star witness"" and said this:- ""She was only a bank clerk.",f,1,0,0,0
59,Do you remember that bank clerk who put aside your paperwork and engaged with another customer because their goal is reduction of queue waiting time and their systems are incomprehensible?,u,0,0,1,0
60,"– Apart from for show why else might you wear a copper bracelet? 11 – Rearrange RAY EATS LUNCH to recall a Brandon Thomas stage play. 12 – In which sport is the ball called a slitter? 13 – What is your star sign if you''re born on October 11? 14 – The TV series Tales Of The Unexpected was based on the tales of whom? 15 – What is a Belted Galloway? 16 – What was Cleo Laine''s occupation before she went into showbusiness – chiropodist, piano teacher, hairdresser or bank clerk? 17 – Is a gigue a lively dance, a flowering plant, a tropical fish or an open top carriage? 18 – Which international sport can you see at Nurburgring in Germany? 19 – A leatherjacket is the larva of which insect? 20 – Why is the saxophone classified as a wind instrument even though it''s made of brass?",u,0,0,1,0
61,"At the age of 21 and while seven months pregnant, Edith married bank clerk Hubert Bland.",m,0,1,0,0
62,"For example, a bank manager may be allowed more than a bank clerk.",u,0,0,1,0
63,The bank clerk told Janet Alia and I that the recipient would not need it in order to collect the money.,u,0,0,1,0
64,"Nadia, a bank clerk, has won TV''s prestigious reality show Big Brother.",f,1,0,0,0
65,The nineteen-year old commenced work in London as a bank clerk.,u,0,0,1,0
66,"They appeared to like the risqué bit - hearing of my early years as a bank clerk, when one of the perks was to share the bed of the manager''s nubile daughter (the punchline being that she was away on family holiday at the time, and I had to ""mind the shop"").",u,0,0,1,0
67,"That middle-class, white Magistrates, who just happen to be members of the same golf club, are more likely to hand down a heavier punishment to a working class, unemployed black youth than to a middle-class, white bank clerk for the same offence has been well documented in the past.",u,0,0,1,0
68,"Therefore it was s surprise to watch the 2,000 capacity crowd at Paris'' Stadium get off on this bespectacled bank clerk/ smart keyboards player and his band.",m,0,1,0,0
69,"I think of a lawyer, bank clerk, store manager or accountant with that for take-home pay.",u,0,0,1,0
70,"Herbert Keene was shy and persecuted bank clerk, Frederick Peisley, and the final resident was Norman Rossington as law student, Gordon Brent.",m,0,1,0,0
71,"The story centred around ageing bank clerk Cosmo Topper, who, at the beginning of the tale was considering the purchase of a house previously owned by George and Marion Kerby; a fun loving couple that had been tragically killed on a skiing holiday in Switzerland.",u,0,0,1,0
72,"Henry Fauntleroy 1784-1824 Lived in Headley - Hanged for forgery From Chambers Biographical Dictionary:- FAUNTLEROY, Henry (1784-1824) English banker and forger, son of a Dorset bank clerk who had formed a private bank in London.",m,0,1,0,0
73,"Previous job: Cati (Computer Aided Telephone Interviewing) supervisor at Quaestor Research and Marketing Strategists Education/training: Bachelor of commerce in marketing from the University of Tasmania in Australia and an advanced diploma from the Institute of Administrative Management, UK First ever paid job: A bank clerk for HSBC in Singapore at the age of 17.",u,0,0,1,0
74,In 1884 a bank clerk - George Bean from Lincolnshire - joined the business.,m,0,1,0,0
75,"The late great Roy Kinnear starred as George Meredith Webley, in this Yorkshire Television produced sitcom about a bank clerk who was guaranteed to add the word pooper to party and crushing to bore.",m,0,1,0,0
76,"The Drug Trafficking Offences Act 1986, the Prevention of Terrorism Act 1989, the European Union Directive on Money Laundering, incorporated into British law by the Criminal Justice Act 1993 and the Drug Trafficking Act 1994 and most recently the Proceeds of Crime Act 2002 all make it an offence for an employee of a bank or anyone else to fail to disclose to the authorities any knowledge of ''suspicious activity'' (relating to money laundering activities) acquired in the course of professional activities (as a bank clerk or accountant) Such suspicions will of course focus on large cash deposits.",u,0,0,1,0
77,"'''' Mr al-Naji is only a bank clerk, at 29 hardly a seasoned politician.",m,0,1,0,0
78,"Looking more like a bank clerk than a prince, Cowie''s J.",u,0,0,1,0
79,"Recent conference presentations include Assessing Creativity in HE, and The Performative Image. **************************************** Barbara Hargreaves: Centre Administrator Barbara has a non-academic background, but has had 30 years'' work experience, starting with 10 years as a bank clerk followed by 20 years in various administrative roles including, for the last 6 years, being Centre Administrator of CTI Music. **************************************** The Management Committee is: Professor Graham Barber, Head of Department of Music at the University of Leeds and Chair of NAMHE.",f,1,0,0,0
80,"In October 1932, Weaver moved to Toronto to work as a bank clerk for two years at the Canadian Bank of Commerce.",u,0,0,1,0
81,"Hannah Macnair, a bank clerk from Falkirk, a practising member of the Church of Scotland, finds herself appalled at the behaviour of the characters in the production of Hamlet she has just witnessed, in which, ''everyone was showing off....",f,1,0,0,0
82,Courtship Moll meets a respectable bank clerk who offers to help her with her finances.,u,0,0,1,0
83,""" Mr Marks (pictured), a lifelong member of the Labour Party, was born in West Hampstead, the son of a bank clerk and educated at Caterham School Surrey and University College, Oxford.",m,0,1,0,0
84,"Yet it clearly riles the bank clerk and although no bad words pass between them, both parties are left with the clear impression that the other person was rude.",u,0,0,1,0
85,"A former bank clerk, Chris joined the professionals in 1991/92 and despite only once getting past the qualifiers in the rest of the events, reached the final stages of the world championships at the Crucible where he beat Doug Mountjoy before going out in the second round.",m,0,1,0,0
86,"His parents had travelled to South Africa in order for Tolkien''s father, a bank clerk, to seek promotion, something he was unable to do in England.",m,0,1,0,0
87,"A young man engaged as a bank clerk at Hyde, and residing at Denton, came to Ashton on a visit to his sweetheart, the daughter of an Ashton licensed victualler Several friends were also visiting at the same time, and together they went for a walk.",m,0,1,0,0
88,And something has been done to Alan Rickman''s hair that makes him look like a middle-aged bank clerk in a bad toupee.,m,0,1,0,0
89,"Arthur was the son of Davey Massingham, bank clerk.",m,0,1,0,0
90,The letter is to close her account and Verdoux counts the money with the practiced speed of the bank clerk.,u,0,0,1,0
91,"He took the first job he was offered, as a bank clerk in the city where he remained for six years.",m,0,1,0,0
92,"A bank clerk is an employee, a bank proletarian, and amoung them are many fine revolutionaries.",u,0,0,1,0
93,"The film opens with footage of crowds flowing over London Bridge (an image straight out of The Wasteland ) as Holland, the bowler-hatted bank clerk, speaks of the ""dream"" of millions.",u,0,0,1,0
94,"For instance the Panel for South Sefton is made up of predominantly younger people aged between 16 and 30 years old; and the Liverpool Panel is made up of: students, an administration officer, a landscape photographer, an artist, a homemaker, a bank clerk, a project manager, a support worker, a carer, a poet / writer and a few members of the retired community.",u,0,0,1,0
95,"Sensational and inaccurate reporting of their Old Bailey trial was one of two grounds on which the Court of Appeal in 1993 allowed appeals against their convictions for the murder in 1991 of Alison Shaughnessy, a bank clerk who was the bride of Michelle''s former lover.",f,1,0,0,0
96,"A bank clerk by profession he attested for military service on 4 September 1914 and received a commission in the R.A.S.C. on 17 September 1914, being promoted to Lieutenant on 1 June 1915.",m,0,1,0,0
97,In 1864 the first murder on the railway occurred when a bank clerk named Briggs was killed.,u,0,0,1,0
98,"Andrew''s Church, Headington, and he is described in each case as a publican: Rebecca Anne: 6 November 1816 (buried Headington 13 days later) Rebecca Ann: 8 December 1817 (buried Headington 29 January 1855) Mary Ann: 23 May 1819 (married a cook of St Peter-in-the-East parish called Richard Berry (38) in 1855 at the age of 37 at Headington, but widowed by 1861) Edwin: 5 June 1821 (buried Headington 17 December 1888, aged 67) Jonathan: 11 February 1823 (became a bank clerk, lived in his father''s house, buried Headington 28 January 1887) Mark: 2 April 1826 (buried Headington 26 April 1844).",m,0,1,0,0
99,This is not the time for the careful calculations of the bank clerk - it is a time for love and thanks straight from a battered heart.,u,0,0,1,0
100,Diane (bank clerk) Three is my favourite number.,f,1,0,0,0
101,"''This fear takes over the whole of my life,'' said Nicola, a bank clerk from Cheshire.",f,1,0,0,0
102,"Marriage to Vivien Haigh-Wood, July 1915. 1915-1919 . Eliot holds several jobs, including being a teacher, bank clerk and assistant editor of the literary magazine Egoist . 1915-1916 . Teaching and book reviewing in London.",m,0,1,0,0
103,"By 1881, Jonathan lived here alone, looked after by three servants: he was sill a bank clerk at the age of 58, and (according to Within Living Memory ) a professional photographer.",m,0,1,0,0
104,"Equally the university don may be a more prolific writer on history than the bank clerk or trade union official, but the quality of his work may not be any higher.",u,0,0,1,0
105,"The bank clerk explained that rather than carry out a simple bank transfer, in which the money would take days to be transferred, we could transfer the money instantly using the Guaranteed International Money Provision Service (GIMPS).",u,0,0,1,0
106,"Elliott, Norman Norman Elliott was a twenty two year old asylum attendant from Ferryhill who was convicted of the murder of William Abbey, a bank clerk, on 16 February.",m,0,1,0,0
107,"There is, however, fairly hard evidence that one could have been a relatively humble bank clerk, ""just doin'' me job, guv''nor"", and still have felt the business end of Pretty Boy''s Colt revolver for mercenary reasons.",u,0,0,1,0
108,He worked for several years as a bank clerk before training for the Wesleyan ministry at Didsbury College.,m,0,1,0,0
109,"From a German perspective, one of the nice places for rallying resources would be this year''s Linux Conference at Augsburg (8-10 September 1999, www.linux-kongress.de/ ), a site historically blessed by previous fame of the Fugger merchants as well as the originator of the quote "" It is easier to rob by setting up a bank than by robbing a bank clerk.",u,0,0,1,0
110,"If you have a worker''s trade union card, you receive a far larger share of bread or meat or butter (if there is any!) than the poor bank clerk or post office assistant or waitress or shop-girl!",u,0,0,1,0
111,"When Crowley''s finished with us, while you would be allowed to take into account a fraud conviction to block someone from being a bank clerk, you must ignore it if he merely wants to be a schoolteacher.",m,0,1,0,0
112,"By our show-business correspondent, Robert Bruce It was Michael Green in his ''The Art of Coarse Acting'' who said the greatest joy for an audience was to see the local bank clerk buried by falling scenery.",u,0,0,1,0
113,A librarian and a bank clerk who are thrown out of their digs by the landlady for playing the wireless too loud.,u,0,0,1,0
114,Worked as a bank clerk in London.,u,0,0,1,0
115,"The bank clerk explained that rather than carry out a simple bank transfer, in which the money would take days to be transferred, I could transfer the money instantly using the Guaranteed International Money Provision Service (GIMPS).",u,0,0,1,0
116,"Aug 7 2004 Portuguese transsexual bank clerk Nadia Almada, 27, of Surrey, has won reality TV show Big Brother on a huge wave of public support. more The highs and lows of BB5 Aug 6 2004 The fifth series of Big Brother has been the most controversial yet. more Nadia: The great outsider Aug 6 2004 Nadia started out as the 50/1 outsider to win Big Brother. more Bookies make Nadia dead cert to win Aug 6 2004 The wait is finally over - the winner of Big Brother will be revealed tonight.",f,1,0,0,0
117,"Wiltshire and Swindon Fire Authority Appoint New Assistant Chief Fire Officer ACFO Baxter has served his whole career in Buckinghamshire, joining as a retained firefighter in 1978 whilst employed as a bank clerk.",m,0,1,0,0
118,"Her interviewees included medical doctors, a man who had pursued a lucrative career in the law before becoming a musician, a bank clerk and an architecture student.",u,0,0,1,0
119,"Miss Ginn, a bank clerk, was born and bred in Soham and helps run the local Guide pack.",f,1,0,0,0
120,"Clem is second in command of a motley group which include bank clerk ''Hobby'', taxi driver ''Rudge'' and ''lady of the street'' Marguerite.",u,0,0,1,0
121,"Miss Ross, a 51-year-old former bank clerk, was subjected to a horrific attack in which her ribs were crushed and she was stabbed in the eye with scissors.",f,1,0,0,0
122,"I have been (chronologically) a Saturday girl waitress, washer-upper and shop assistant, a bank clerk, recruitment consultant and a company director.",f,1,0,0,0
123,""" http://www.timesonline.co.uk/article/0,,3-597684,00.html * ''SERVES RUDE AMERICA RIGHT'' by Suna Erdem The Times, 3rd March NESRIN ALOGLU, a bank clerk, is delighted that Turkey''s parliament has thrown Washington''s plans for an attack on Iraq into disarray by blocking the deployment of US troops.",u,0,0,1,0
124,"""Lagos is the only man who can bring this nation long overdue economic and political justice,"" said Reinaldo Mansilla, a bank clerk who voted at Santiago''s stark National Stadium, where opponents of Pinochet were detained and tortured in the days after his coup.",m,0,1,0,0
125,""" This is the Brand X version of any number of ill-conceived remarks, ranging from the bank clerk who loudly gives a customer her mutual fund recommendations (""I hear you can make money in them!",u,0,0,1,0
126,Marriage #5 Moll marries her bank clerk in an inn outside London.,u,0,0,1,0
127,Jobs: Tegwins first job was as a bank clerk.,u,0,0,1,0
128,"However, when Connie falls for a lowly bank clerk she is forced to make a choice between her family and the man she loves.",m,0,1,0,0
129,"His mother was a bank clerk, and his father was a lathe worker.",f,1,0,0,0
130,Edward Chapman himself spent six years working as a bank clerk before eventually getting his own way and becoming an actor.,m,0,1,0,0
131,"In 1931, he gave up his job as a bank clerk to become a golf professional . Although successful in tournaments, Hogan realised that he needed to improve his technique to become truly competitive.",m,0,1,0,0
132,"The bank clerk was free to dress in black because her job did not involve coming into contact with customers, although like many professional Goths she reserved more extreme hair and make-up for club nights out.",f,1,0,0,0
133,"A one-time bank clerk, John gained his early experience of snooker in Potters Club in Salford, still a well known haunt of many professionals.",m,0,1,0,0
134,"Two external actors [Jacobson+94] interact with the system: a bank clerk (using a debit dialog box), and an external banking system (using an intermediate file format).",u,0,0,1,0
135,"""A little gem from Ealing Studios"" ""Alec Guinness at his peak"" ""Alec Guinness and Stanley Holloway make a great team"" ""this film is a joy to watch"" The Lavender Hill Mob Directed by Charles Crichton Starring Alec Guinness and Stanley Holloway Synopsis A timid bank clerk, schemes to get back at his employer, the Bank of England, by masterminding a foolproof heist.",m,0,1,0,0
136,"He and his wife also accommodated The District Bank in their cottage - open one afternoon a week, the bank clerk used to carry the money in a bag up from the station with complete safety.",u,0,0,1,0
137,Poet: Robert Browning Robert Browning was born in South London and his father was a bank clerk.,m,0,1,0,0
138,"John was engaged to Beryl age 22, a bank clerk, who lived at 222 St Thomas'' Road, Preston.",f,1,0,0,0
139,"By the time of Khronicles Joe has become a robotic, muscle ridden skinhead, whereas previously, he was a turtle-helmeted bank clerk with a gun.",m,0,1,0,0
140,"In the delightfully wicked Kind Hearts and Coronets , a serial killer politely murders his way into the peerage; in The Lavender Hill Mob a put-upon bank clerk schemes to rob his employers; The Man in the White Suit is a harshly satirical depiction of idealism crushed by the status quo; while The Ladykillers mocks both the criminals and the authorities with its unlikely octogenarian heroine Mrs ""lop-sided"" Wilberforce.",m,0,1,0,0
141,"Even the Right agreed that there should be generous welfare provision for, say, the mother-of-six widowed by her bank clerk husbandâ€TMs early death.",m,0,1,0,0
142,"At the time of the 1901 census, Lily Tawney at the age of 34 is back at home in St Giles'' Street . Her mother (72) is now a widow, and three of her siblings are still at home: Eleanor (44), Mabel (43) and John (32 and now a bank clerk).",m,0,1,0,0
143,His clerk was a Leading Writer and had been a bank clerk.,m,0,1,0,0
144,Sarah: a former bank clerk whose husband is a Business Management Consultant.,f,1,0,0,0
145,Donald Thomas left school at 16 and worked as a bank clerk before volunteering for the RAF at the age of 18.,m,0,1,0,0
146,"The story gos like this its a Thriller EG is a bank clerk and christopher plummer is a bank robber, he hands EG a note asking him to empty the cash till one day and when the alarms go off he escapes with some not all of the money. so CP then tracks down EG to get the rest of the money back.",u,0,0,1,0
