Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
21,"Ed Winfield''s Website Photos, sketch charts, and descriptions of Holy Island, the Farne Islands, Amble, and the Firth of Forth, aimed at the small boat sailor.",u,0,0,1,0
22,"It was doubly unfortunate that the precise moment when several thousand gallons of aviation fuel spilled out onto the ocean happened to coincide with the fag break of Rockall Times work experience boy Dave, who carelessly flicked his Lambert and Butler into the sea and instantly created the world''s largest sailor gannet barbeque.",d,0,0,0,1
23,"He had immoderately praised the effect of the yellow blossoms against her brown tresses; and she had left the chaplet there, and walked back to the house swinging her straw sailor in her hands.",d,0,0,0,1
24,"When she materialized the full form of a sailor with the name H.M.S. BARHAM on his cap, a ship, which the English government denied, had been sunk; she was arrested and jailed as a spy and then a witch.",m,0,1,0,0
25,Happiest sailor in the 4.5m fleet went to Thomas Beddoes.,m,0,1,0,0
26,"By the time I had drunk my last glass I began to feel a little dizzy, and so got out doors and soon started for our sailor residence.",u,0,0,1,0
27,""" From another sailor, a Norwegian, came this message: ""High up in a little watch-room in a lighthouse on the coast of Norway I am sitting during my lonely watch hours reading and thinking over a book The Gospel and its Ministry . A perfect. stranger as I am to you, I take the liberty to write this letter in view of that Christian fellowship and brotherhood that exist between all true believers.",u,0,0,1,0
28,""" Nelson paused, looked down at his own empty sleeve, then at the sailor, and said playfully, ""Well, Jack, then you and I are spoiled for fishermen.",m,0,1,0,0
29,"I was very much pleased with the accommodation, and also with Tibbs the captain, a bluff, sailor like fellow, with a loud voice and hearty manner, who welcomed me to the ship with effusion, and insisted upon our splitting a bottle of wine in his cabin.",m,0,1,0,0
30,"I''ve my Mob, they''ve my number"", Either Bethan Carden is developing her management skills with her CV in mind (""strong on confidence and delegation""), or could it be that fellow Cantab, ex top 420 sailor & current Marlow Yngling helm, Gemma Farrell, reminded her about her priorities?!",f,1,0,0,0
31,The conference finale was a stirring motivational speech from professional sailor Pete Goss MBE on how teamwork helped him save a fellow sailor''s life in the Vendee Round the World yacht race.,m,0,1,0,0
32,"There are clearly many incentives to do so: ""Auckland is a great place to live, especially if you are a sailor, rugby player or golfer.",u,0,0,1,0
33,Each of her six slavering maws grabbed a sailor and wolfed him down.,m,0,1,0,0
34,"Even as a once keen sailor, I hadn''t realised to what extent this thriving local industry had been developed in what is generally recognised in the UK as a small and quite difficult market place.",u,0,0,1,0
35,"[12] Bligh predicted Edwards would lose Pandora on the Barrier Reef, or in Torres Strait, as he did not know the passages or the nature of the area--Bligh did, thus a better sailor than Edwards.",u,0,0,1,0
36,"Fortune favoured the brave, they rescued the wounded sailor, returning with him without being hit.",m,0,1,0,0
37,Here is one of a sailor reading a book.,u,0,0,1,0
38,"We were taken through the submarine by English sailor guides, and each part and compartment was explained to us.",u,0,0,1,0
39,"'' shows us that the top helms understood the course, the next flight/group got it wrong, but nothing happened. did they sign their declaration in good faith, or did they know they had made a mistake. protests could help, let''s use them as an effective tool to great racing and not be scared of retribution or upsetting a fellow sailor. it''s the rules!!! here''s to merlin sailing, great weekend btw. monomania 29 Sep 06 08:19 Sorry, it shows us nothing.",u,0,0,1,0
40,"In a future title, The Puerto Vallarta Blues, Bob Merlyn voyages to Mexico in search of a missing sailor, where he becomes entangled in the Mexican underworld, caught between smugglers and crooked cops.",u,0,0,1,0
41,"The days of tent smocks, sailor suits and obligatory flowery leggings are long gone.",d,0,0,0,1
42,"Interval with a glass of wine or juice collected and arranged by E J Moeran The sailor and young Nancy (a Norfolk folksong) David Willcocks arranging a Scottish folksong Afton Water (words by Robert Burns) Edvard Grieg Solveig''s song soloist: Marian Jones Joseph Barnby Sweet and low (words by Alfred, Lord Tennyson) arranged by John Byrt The keel row (a Tyneside traditional song) The BASH String Quartet was recently formed to explore a range of standard and more challenging repertoire before the members progress to music college.",u,0,0,1,0
43,Only a sailor will understand!,u,0,0,1,0
44,"Some who were musically inclined occasionally sung; but he listened with peculiar pleasure to the sailor at the helm, who hummed over Dibdin''s characteristic air:- ''They say there''s a Providence sits up aloft, To keep watch for the life of poor Jack.",u,0,0,1,0
45,"Wednesday, 13th October Col called me up, with intelligence that it was a good day for a passage to Mull; and just as we rose, a sailor from the vessel arrived for us.",u,0,0,1,0
46,"and murmurs of the once desperate band echoing across the river and the desolate land A ghost ship sails the river with a skipper at the wheel taking his trick her lofty masts and rigging gone she is the''Vindicatrix'' history sings her a watery song as she sails to the breakers.......good old''Vindi''so long In my mind as the tide falls swiftly through the''Shoots'' a tug and barge her siren hoots, making good time for the Avon''s mouth past Charlie Hills''Bristol City''heading south Of sailor, salmon and elver our book reads well as the folk along Severnside will often tell for in the bar their smile grows wider and wider as they sup a pint of Gloucestershire cider They talk of history and times long past of wooden ships and iron men that sailed before the mast Beneath the tides the Severn keeps her story and when the sun sets in the west the river only then reveals her glory The sailing Barque,Brig,Schooner and Trow have gone along with the men and tugs that towed the barges along full of",u,0,0,1,0
47,"a judge has ruled. 10-11-2002 Navy ship on home strait - From BBC - HMS Liverpool is returning home for a five day visit - the first time in more than two years. 10-11-2002 Cargo ship on fire in Channel - From BBC - A cargo ship, said to be carrying 20 tonnes of hazardous cargo, is on fire in the English channel. 15-09-2002 Harbour plan to boost tourism - From BBC - Tourist numbers at a Northumberland beauty spot could increase if plans to improve access by boat get the go-ahead. 15-09-2002 Pacific sailor stranded in Thames Estuary - From BBC - A man from Chelmsford has been rescued by Marine Police off Foulness Island.",m,0,1,0,0
48,One day he arrived to discover that a Romanian sailor had been critically injured in a fall.,u,0,0,1,0
49,"Two wrecks at the least must have contributed to this random heap of lumber; and as Herrick looked upon it, it seemed to him as if the two ships'' companies were there on guard, and he heard the tread of feet and whisperings, and saw with the tail of his eye the commonplace ghosts of sailor men.",m,0,1,0,0
50,"My wife Kate had ordered the fresh fish of the day, while nine-year-old Adam had gone 100% Well, hello sailor . . . July 30, 2005 - The Times Come in, the waiter''s lovely... all aboard a narrowboat for a gay holiday for the over-fifties 100% An overnight croissant in the courtyard July 30, 2005 - The Times SOME people choose to drive hell for leather from the Channel ports to the sunny South of France.",u,0,0,1,0
51,"The Secret of Mary Read is discovered Nor was Mary less modest than brave; for though she had remained many years in the character of a sailor, yet no one had discovered her sex, until she was under the necessity of doing so to Anne Bonney.",f,1,0,0,0
52,"But the award last week of £600,000 in damages to the family of Mahmood Mattan, a Somali sailor wrongly executed in 1952, has prompted Mr Evans''s sister, Eleanor Ashby, 79, to try again.",m,0,1,0,0
53,""" ""Ah! you''re sane again,"" said the sailor, releasing him; ""go, find it, lad, and blow till yer cheeks crack.",u,0,0,1,0
54,"By looking at maritime trade I seek to look at a group of people that are and were instantly recognisable in every society - the seafarer - whether merchant or sailor, and the role they played in the spread of the new religion, Islam.",u,0,0,1,0
55,"Indoor and outdoor activities are regularly arranged and the team are aware of the importance to support families, the single sailor, and provide spiritual guidance if it is requested.",u,0,0,1,0
56,"The boy''s body is dressed, bizarrely, in a sailor suit his doting brother bought for him and, in the morning, taken for burial because it is already swelling and decomposing.",d,0,0,0,1
57,"On the other hand, it is reliably reported that a couple of years ago, the French authorities extracted a fine from a British (Scottish) sailor who was cruising in French waters flying the Saltaire (the Scots national flag - a blue ground with a white St Andrews cross).",u,0,0,1,0
58,"Caesar Fitzgerald was a black sailor from Sierra Leone , who came to Kent in the mid-19th century, married a local girl and had a family who still carry his genes.",m,0,1,0,0
59,This confirmed not only his wealth but his position as the pre-eminent sailor of his generation who was as effective at administration as he was commanding at sea.,m,0,1,0,0
60,""" Given that her father built her first dinghy in the family garage, Robertson, a former head girl at Alva Academy before obtaining a degree in recreation and management from Heriot-Watt University, is an example to every Scottish sailor.",f,1,0,0,0
61,The Spanish sailor Juan de Grijalva found indigenous people smoking cigars when he landed in the Yucatan in 1518.,m,0,1,0,0
62,"The men were ensconced in the bowels of the ship, and Major Waters found himself ship''s C.O. I will not dwell upon the crossing, as I am not a good sailor (now Pauline shall know how much I suffered for a sight of her face!) but will whisk you over the Channel in the twinkling of an eye to a big harbour where swarms of people jabbered in both English and French, and where magnificent individuals with blue tabs on their collars bawled orders at us from the shore.",u,0,0,1,0
63,"An experienced in-shore and offshore sailor, Louise holds an RYA Yachtmaster and also advises on racing collisions.",f,1,0,0,0
64,"The elder sailor was kneeling in earnest prayer, offering grateful thanks for his escape from suffering and death.",m,0,1,0,0
65,The judges recognised that the new approach to the skipper''s role of letting the project management team worry about technicalities leaving Ellen to be the sailor she is in itself broke the mould.,f,1,0,0,0
66,"He was Alexander Selkirk, a sailor whose story was retold as Robinson Crusoe by Daniel Defoe.",m,0,1,0,0
67,"He enjoys walking in the Lake District, is a keen sailor and a member of West Lancashire Yacht Club.",m,0,1,0,0
68,"The doctor''s stethoscope is positioned over his heart, where the sailor has a large tattoo of a mermaid.",m,0,1,0,0
69,"We were, being young boys, in the forefront of the crowd and a sailor, in his ceremonial uniform was posted in front of us and, several times during the next few hours, he very quickly took a packet of cigarettes from inside his jacket and held it behind him; whereupon one of the men in the crowd extracted a cigarette from the packet and lit it for him.",m,0,1,0,0
70,""" Two hurrahs from the sailor was the reply.",u,0,0,1,0
71,"Preferably, the character''s background should be written up in more detail (and every side of A4 gets an experience point...) Academic: historian, alchemist, clerk, secretary Craft: smith, mason, weaver, tailor, potter Performing Arts: music, theater, storytelling, jester, dance, acrobat Skilled: sailor, soldier, farmer, miner, lawyer, merchant, trader, priest Unskilled: labourer, begger, servant 1.61 Attributes Players have five free levels with which to adjust attributes.",u,0,0,1,0
72,"In the event of ties these are split by the sailor with the highest number of firsts, seconds, etc National Ranking Events All NR events operate on the same basis: Registration from 10:00 am Saturday.",u,0,0,1,0
73,"Okiok,"" exclaimed the sailor heartily, as he rose and held out his hand, which his former host shook heartily, to the great surprise and delight of the crowd; ""have you joined the gluttons, that you take so long to your morning feed? or have you slept longer than usual, to make you a better match for the young men?",m,0,1,0,0
74,"Unfortunately, however, this appears to have affected the entire control system, which feels sluggish, unresponsive and offers the predictability and precision you would indeed expect of a drunken sailor.",u,0,0,1,0
75,"It had big flavours via the sturdy turbot and the perfectly prepared spinach - a perfect combination for Popeye the sailor man, and just as robust.",m,0,1,0,0
76,"You get a new piece of kit, it requires a new sailor to man it, this sailor requires enormous amounts of training, which has enormous costs and lots of equipment to be able to train him on.",m,0,1,0,0
77,Always show willing to do anything required of you even if that means eventually being surplus to requirement and being replaced fairly quickly by a proper sailor – unfortunately for my fellow watch members – I have turned out to be no good at helming or indeed spinnaker trimming.,u,0,0,1,0
78,"For both weekends the start times are as follows: Saturday - rigged and ready for 10.30am and finished by 4.00pm Sunday - rigged and ready for 10.00am and finished by 3.30pm Robert Laurie News from Scotland 18th July, 2004 Congratulations to Loch Tummel Europe sailor Fiona Barron who came first in the single handed class of the Scottish Ladies Championship held at Loch Tummel Sailing Club on 10 July, reinforcing her 2003 win.",f,1,0,0,0
79,""" ""I doubt it,"" replied the sailor, shaking his head, ""for neither Neb nor Captain Harding smoke, and I believe that Mr. Spilett would rather keep his note-book than his match-box.",m,0,1,0,0
80,David Graham asked Mark Richards (a Laser SB3 sailor) for his view on the Volkswagen sponsorship.,m,0,1,0,0
81,"The hats were pulled on like a sailor, with no rim just a band and soft top. 5.",u,0,0,1,0
82,A sailor brought them to Los Angeles and I gave him nine tickets to the circus for them.,m,0,1,0,0
83,"Race 1 on Sunday was won by Salcombe veteran Phil King, sailing this year with his daughter Christina, herself a keen 420 and 29er sailor.",f,1,0,0,0
84,"It was on the ''Freelove'' in February 1747, carrying a cargo of coal to London, that Cook was introduced to the life of a sailor.",u,0,0,1,0
85,"How I hated her husband; with the rest of the nursery he was a popular person, for he had been a sailor, and his memory was stored with wild histories of the Buccaneers; nor was he without his own perils: he had been shipwrecked on the coast of Cornwall, and was once prisoner of war, though rescued before the French vessel made harbour.",m,0,1,0,0
86,"However, Pencroft, accustomed with his sailor eyes to piece through the gloom, was almost certain that he could clearly distinguish in the west confused masses which indicated an elevated coast.",m,0,1,0,0
87,"One of the convicts was an experienced sailor, and he organized the others in a scheme to steal the ship by obtaining the tacit agreement of the shipwright to ""look the other way"".",m,0,1,0,0
88,"I haven''t got all three so I''m the leader Pleased to meet you Jed, jess and Jim and Jeff hello sailor! hell, you fellas must be a picture around the council table!",u,0,0,1,0
89,"For the pilot of Extraordinary Ancestors, Achievements traced the extraordinary ancestors of five people from Manchester, revealing the tragic death of a 19th century coal miner; the riotous career of a Cheshire soldier; the remarkable life of an 18th century East India Company sailor, who was the illegitimate son of Irish aristocracy with links to the Royal Family; and a final story which took us all the way to Jamaica.",m,0,1,0,0
90,"They befriended a French sailor (Yves Scoarnec) who was based on the destroyer ""la Combattante"".",m,0,1,0,0
91,"Then he found the other sailor man laughing at him and was horrified to find the ""reflection"" advancing toward them by stumping along on its wooden leg.",m,0,1,0,0
92,"The writing is fresh and conversational, with an amazing turn of phrase; John Ames talks of ''my sullen old reptilian self'', a bean salad ''which to me looked distinctly Presbyterian'', and describes his son on a swing ''with that bold planted stance of a sailor on a billowy sea''.",u,0,0,1,0
93,"the bodies of pirates bleached and blackened in the storm and sunshine, ""making night hideous ;"" when the whole neighbourhood beyond the Tower, instead of being the home of mighty ships - that seem to sleep after their perilous voyages in the Docks - was a nest of ill-famed streets and dangerous alleys, unsafe even in the open noon of day, and at night trodden with dread by the peaceful passenger; when the Tower Hamlets disgorged their lawless inhabitants to witness an execution on Tower-hill, attack a press-gang, or rescue some sailor from the claws of justice, to be borne in triumph to the nearest tavern., and. amid flip, fiddling, and dancing, bid defiance to every ''Charley'' that for a mile around drawled out the passing hours.",u,0,0,1,0
94,"Synopsis : Jim Bergerac gets mixed up with a dead sailor, toxic waste and a missing girl.",u,0,0,1,0
95,"Hopeful dead clutching their tickets to heaven Long survival of York''s Roman fortress defences Drinking den below streets of Edinburgh All the emotions on display in Southwark Roman cemetery Treasure Act brings in the gold and silver once again In Brief features Roads from Rome Hugh Davies discusses Roman roads as a transport system Shipwreck to slavery Mike Parker Pearson on the story of an 18th century sailor Great sites Rosamund Cleal on the Neolithic site on Windmill Hill letters The origins of industry, Tolkien''s inspiration and museums issues George Lambrick on the power of public support Peter Ellis Regular column books Viking Weapons and Warfare by J Kim Siddorn Prehistoric Cooking by Jacqui Wood European Landscapes of Rock Art edited by George Nash & Christopher Chippindale The Prehistoric Archaeology of Ireland by John Waddell Vikings and the Danelaw edited by James Graham-Campbell, Richard Hall, Judith Jesch & David Parsons Image and Power in the Archaeology of Early Medieval Britain edited by Helena Hamerow &",u,0,0,1,0
96,This was the best result ever by a British Optimist sailor and the first time a British Optimist sailor has been crowned Girls Optimist World Champion.,f,1,0,0,0
97,"But it would have been well for Belle had it ended there, But it did not, for the sailor followed her, I do declare; And he was often at old Mackinnon''s fireside, And there for hours on an evening he would abide.",m,0,1,0,0
98,""" As he spoke, a young man, in a costume somewhat resembling that of a sailor, pushed through the crowd, leaped upon the deal table on which Jo stood, and removed the noose from his neck.",d,0,0,0,1
99,""" ""No, no, Phil; you must not be a sailor,"" said sturdy, grey-haired old Hexton, laughing.",m,0,1,0,0
100,This shows a small boy in a sailor outfit and cotton hat lying on the towpath of the canal watching his model boat.,d,0,0,0,1
101,""" He took the stone in his hand and went across to the sailor, and the two examined it carefully.",u,0,0,1,0
102,"We heaved our bags on board, and Joyce introduced us to our crew: skipper, Ewan Hind; first mate, Andy Murray; and Sue Alsop, long time sailor and professional chef.",f,1,0,0,0
103,"Over the last 10 races I started to record statistics which I like to share with our fellow supporters, friends and families and more specifically with any hardcore sailor out there.",u,0,0,1,0
104,Every sailor they say has a girl in each port Wherever I dock I''m called ''Honey'' I get letters from dames all over the world And most of them asking for money.,u,0,0,1,0
105,"The play is very much a period piece, in which a sailor is on leave from National Service in order to marry his sweetheart.",m,0,1,0,0
106,''I''m a sailor boy- In a Rotterdam cell Genet and me get on wellƒ'' begins the story.,m,0,1,0,0
107,"Only once in those long years did my father return home, which will show you what it meant to be the wife of a sailor in those days.",u,0,0,1,0
108,"""Ho, sailor of the sea!",u,0,0,1,0
109,"One sailor irritates his beak with a pipestem, Another mimes, as he limps, the invalid who once flew!",m,0,1,0,0
110,"A keen sailor, who has crossed the Atlantic single-handedly, I relish all challenges personally and professionally.",u,0,0,1,0
111,"Click to enlarge We were going to leave everyone in suspense as to who the mystery sailor is and announce it next week, but as lots of us thought we had a new AB when we saw Lester with his new beard on joining, I''m sure not many of you would guess correctly either!",u,0,0,1,0
112,"""Stewed,"" replied the reporter, ""their flesh is equal to the best venison!--"" Gideon Spilett had not finished this exciting sentence when the sailor, followed by Neb and Herbert, darted on the kangaroos tracks.",u,0,0,1,0
113,"It is not yet clear why Mr Ramsbottom visited the former Tory frontbencher, but psychics employed by a tabloid newspaper say that ""a former Welsh sailor"" may have been involved in the plot, which has now ""thickened considerably, as plots tend to do"".",u,0,0,1,0
114,"For the experienced sailor, a bareboat trip is the ideal sea excursion.",u,0,0,1,0
115,"""The traffic and threat is currently low,"" he said as the powerful inflatable circled an Indian container ship, one sailor producing a videocamera to film the ageing vessel for the logbook.",u,0,0,1,0
116,"When not required for immediate use, the long-range front-sight can, as a sailor would say, be stowed along the barrel and fore-end; when not required at all, it can be unshipped and stowed away in the pouch.",u,0,0,1,0
117,"He urges the Commissioners to modify their demands, but they refuse. 9 Parliament directs the Council of State to increase security against the threat of a Scottish invasion and Royalist insurrection. 10 Lord Broghill defeats a large body of Irish troops at Macroom and hangs the Bishop of Ross. 13 Prince Rupert sends a booby-trapped boat disguised as a fruit-seller out to Blake''s fleet, which almost succeeds in blowing up the Leopard . A watering party from the Bonaventure attacked by Rupert''s men; one sailor killed and three taken prisoner. 19 Parliament passes an Act enforcing strict observance of the Lord''s day. 25 Rendezvous of Covenanter troops at Brechin marching against Montrose.",u,0,0,1,0
118,"A novice sailor, he has only sailed twice before, David will be tested to the limits.",m,0,1,0,0
119,"You''d better watch out, you''d better beware, You''d better produce don''t talk about ''''fair'''': Sea-Org Clowns are coming to Town. #07: In the Sea Org (you can wear your sailor suit...) tune is Village People''s ''''In The Nay-Vee'''' (one) IN THE SEA ORG.......",d,0,0,0,1
120,What do you think the sailor on the left is handing out from the sack?,u,0,0,1,0
121,"Comments from the week''s news International "" Middle East democracy that the US fears A movement is growing in Egypt that will terrify the warmongers in Washington "" Iraq: ''We can see there are different forces in Britain'' Sheikh Hassan al-Zarqani, the foreign affairs spokesperson for Moqtada al-Sadr, the rebel Iraqi Shia cleric and Sheikh Majid al-Gaoud the Sunni assistant general secretary of the National Front of Iraqi Intellectuals shared a platform at the Cairo Conference "" Iraq in brief Minister warns against protests | US bars access to Sgrena car | Navy charges anti-war sailor "" Trouble brewing on Sri Lankan tea plantations Political activist P Muthulingham explain why a new work system on the tea plantations is bad for Sri Lankans "" Bushmen''s rights ignored by mining company in Botswana Three years ago the government attempted to drive the Bushmen from the Kalahari game reserve – smashing their water boreholes and then banning them from bringing water supplies into the reserve Comment "" Will the French say ''non'' to the EU constitution?",u,0,0,1,0
122,"The prisoner is a sailor, and in 1841 he was married at South Otley Church, Norfolk, to Ann Robinson.",m,0,1,0,0
123,For the more adventurous and experienced sailor there is the opportunity to sail further afield to the NW into Cymaran Bay and perhaps on to Trearddur Bay or to the SW to Cable Bay and on to Aberffraw.,u,0,0,1,0
124,"In the north aisle is a monument of white marble, representing a sailor leaning in a mournful pose upon a pillar, under which is an inscription dedicated to the memory of Henry Foster, R.N., F.R.S., who was accidentally drowned in the river Chargres, on the Gulf of Mexico, on the 8th of February 1831 aged 34.",u,0,0,1,0
125,"In between he found time to be a keen botanist, biologist, sailor, cyclist, actor, boxer, musician, journalist, lecturer and rugby player and ""was the only person who ever jumped a horse over the sunk fence between the garden and the back lawn at Glasshouse"".",m,0,1,0,0
126,The owner is an experienced sailor who knew what he wanted when he commissioned Waterline Yachts to build this vessel.,m,0,1,0,0
127,"As the sailor and his bride, Barrie Bowen and Patricia Menheneott are teamed with distinct success and both contribute appreciably to the fun - though there is a telling touch of pathos here and there.",m,0,1,0,0
128,"The British responded by sending a Fleet to Alexandria and bombarded the town on the 11th July 1882, then landed sailor and marines to restore order.",u,0,0,1,0
129,Two Access Dinghies are available for those with extremely limited movement and the ChallengerTri-Maran is for the more experienced sailor.,u,0,0,1,0
130,Nick Holder domesticates sailor Luther Billis (a prototype for Phil Silvers'' Bilko) into a harmless teddy bear.,m,0,1,0,0
131,"CONCLUSIONS Achieving the performance indicator, imposed on the Class, of at least one sailor in the top 25 at the World Championships is of crucial importance because it affects the long term funding of all our coaching.",u,0,0,1,0
132,As you would have seen we have a very active dinghy section at the Locks but we also cater for cruiser sailor.,u,0,0,1,0
133,He then decided to become a sailor.,m,0,1,0,0
134,""" Chambers Twentieth Century Dictionary Aberdour and this deep channel have also in the past been linked to the ancient ballad of Sir Patrick Spens: The King sits in Dunfermline town Drinking the bluid red wine ''O whaur will I get a skeely skipper to sail the new ship o''mine O up and spake an eldern knight Sat at the King''s right knee ''Sir Patrick Spens is the best sailor that ever sailed the sea'' Half ower, half ower to Aberdour, Tis fifty fathoms deep And there lies gude Sir Patrick Spens Wi, the Scots Lords at his feet.",m,0,1,0,0
135,If you are a complete novice or an experienced sailor we will welcome you.,u,0,0,1,0
136,"The strength and vibrant humour of Jon Lingard-Lane''s production emerge from the passionate relationships between restless girl, wayward mother, romantic sailor and homosexual friend.",u,0,0,1,0
137,"Harlow New Town 12 pics Somerset Maugham as Essayist - ""The vagrant mood"" by W Somerset Maugham an appreciation by Sir John Squire 1 pic ----------------------------- Queen Elizabeth II leads the nation''s solemn homage to the dead of two world wars: Her majesty, a youthful and graceful figurein black, laying her wreath at the foot of the Cenotaph 1 pic double page - remembering the dead at the Cenotaph November 9th 3 pics A Window on the World - The Role of land forces in Europe 1 pic ----------------------- ""Wife and daughter of a sailor"" ; Her majesty at Lloyd''s 3 pics in Kenya today ; anti Mau Mau action and the opening of a new national theatre in Nairobi 6 pics ---------------------- The British diplomats leave Persia; some incidents of the 1200-mile drive across the desert to Lebanon 6 pics In an English garden - Howlers 1 pic ---------------------- FP colour - The dazzling glory of the setting sun; ""September Evening"" by Dame Laura Knight, DBE, RA double page in colour - ""The coming together of nature and notions"" as achieved by Edward Seago''s art",u,0,0,1,0
138,"So all you have to imagine is a costume-drama-loving merchant banker''s wife who jumps in her 4X4, goes down to the docks, runs off with a sailor and ends up in Africa - simple, really.",u,0,0,1,0
139,"Kurt said that several of the men were sea-sick, but the motion did not inconvenience Bert, whose luck it was to be of that mysterious gastric disposition which constitutes a good sailor.",m,0,1,0,0
140,First to the windward mark was Chris Brown last years defending champion closely followed by local sailor Bob Taylor both opened up a gap on third place Simon Jones.,m,0,1,0,0
141,"Aaron and James didn''t enjoy their customary finish positions but Phil Sparks was there in 6th - ample evidence if any were required, that he''s a truly class sailor!",m,0,1,0,0
142,"One sailor, known as ""the ringleader,"" attempted to go ashore without leave.",u,0,0,1,0
143,"If you are unsure whether you are a good sailor, it is worth bringing a supply of motion sickness tablets or wristbands with you.",u,0,0,1,0
144,This is God''s great gift to those who believe; to those who cling to Christ like a shipwrecked sailor clings to the winch man lowered from the air-sea-rescue helicopter.,u,0,0,1,0
145,"An old sailor, by the name Thomas Williams, had settled down on a little farm called Trelythin, about half-way between St Davids and the sea, where he had prospered and eventually blossomed into a justice of the peace.",m,0,1,0,0
146,"Whether you are an experienced sailor or if you''ve never experience motor boat sailing before, you will find chartering your yacht from Scottish Motor Yacht Charters an experience you will want to have year after year.",u,0,0,1,0
147,The Sea Inside is the story of a man morbidly nostalgic for his previous life as a sailor and the freedom that the sea symbolises in his fantasies.,m,0,1,0,0
148,"Visitors Katie Mapplebeck , Stacey Vials and Brian Finnie joined local sailor Liz Ashburn for the single race on Saturday and were joined by Pete Dowker on Sunday for the three final races.",f,1,0,0,0
149,"In another incident at the weekend, a sailor found a nest with five young chicks in it onboard his boat.",m,0,1,0,0
150,"So far every sailor of the force I have been talking to, has had a wonderful weekend in the city.",u,0,0,1,0
151,"Ann decides from then on to be more selective, but the first time she refuses a member of the IYC, a young sailor who usually ''makes out'' with her on Hampstead Heath, he becomes very angry and never wants to see her again.",m,0,1,0,0
152,"Nice was on duty nearby and he parted them and advised Theobald to go home which he did but returned a few minutes later and deliberately went to strike the bluejacket but Jack defended himself by knocking him down, the Inspector took Theobald home but he got out again and followed the sailor and began fighting again, at about 11 he was shouting in the street, calling,"" come out you monkey and keep to your bed tommorrow or you''ll die.",u,0,0,1,0
153,Erwin Prügel was a sailor onboard U39 this is his story.,m,0,1,0,0
154,"As an amateur trimaran sailor myself, who has never ventured beyond St Kilda (we are talking about the West coast of Scotland - has ''Mr Heal'' ever been that far?",u,0,0,1,0
