Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
14,This is something that Mark Rylance as Artistic Director has encouraged and considers one of the greatest strengths of the theatre: I guess The Globe has taught me even more respect for it: here you are aware of how much Shakespeare kept the audience in mind and what a difference there is when an actor is able to do that too...,u,0,0,1,0
15,Since when he has worked extensively with Tight Fit Theatre on their previous productions as an actor and a co-director.,m,0,1,0,0
16,"The actor, Tony Robinson from Time Team, is the Club''s president.",m,0,1,0,0
17,"Whether you have lines as an actor or not, always have something going on in your mind, and respond (as the character) to the action taking place, even if you''re not directly involved.",u,0,0,1,0
18,There was also the opportunity to talk with the judges about my calibre as an actor and about the industry.,u,0,0,1,0
19,"For the last 18 months I shared it with an untalented, unmotivated actor named Coleman who bartended two nights a week for a catering company.",u,0,0,1,0
20,"Schotte''s performance is so expressive that his best actor award at Cannes was criticized because most people thought he wasn''t acting, just being himself.",m,0,1,0,0
21,What happens when you blend a hot rising star in Hollywood with a grizzled veteran actor in a spies and espionage drama?,u,0,0,1,0
22,"The decision in favour of Wales is a body blow for supporters of the Scottish bid, who included First Minister Henry McLeish, actor Sean Connery and Manchester United boss Sir Alex Ferguson.",m,0,1,0,0
23,"Surprisingly good was Rourke, who I thought was a washed up actor.",u,0,0,1,0
24,"The programme included an item dealing with Mrs Angela Ruddle who claimed that her life had been devastated by Friends Reunited . Mrs Ruddle explained in the programme how her estranged husband, Mr Richard Ruddle, had contacted a former girlfriend, Ms Debbie Milne, through Friends Reunited . The programme referred to Mr Ruddle by name and included footage of still photographs of him and reconstructed footage of him using an actor.",m,0,1,0,0
25,"Bristol: Grant''s at the Hippodrome This new Bistro is named after one of Bristol''s famous sons, Cary Grant the film actor who played the Hippodrome briefly before departing for Tinsel Town in the early 1920s.",m,0,1,0,0
26,"Work activities can vary from actor to actor and even for the same actor, depending on the contract.",u,0,0,1,0
27,"Growing up with a love of American alternative rock (Pixies, Nirvana, Sonic Youth, other usual suspects) and classic British pop, babyfood are: Nick (voice/guitar/cheekbones/child actor in his native Canada – anyone remember ''The Kids of Degrassi Street''?) Iggy (guitar hero/voice/casio vl-tone/bleach) Andy (bass/noise/dark horse) Dan (drums/tantrums/obscure music obsession) It''s an unlikely but totally compelling mix of personalities and talent, resulting in a unique but classic take on the guitar band formula.",m,0,1,0,0
28,"Ewan McGregor''s voice and singing is amazing, I couldn''t believe an actor can sing that well and not become a professional singer.",m,0,1,0,0
29,"It actually fell to actor and Indian Motorcycles spokesperson Branscombe (Branston Pickle) Richmond to carry the show as Master of Ceremonies and the awards were given out, each with a little speech from both inductee and sponsor.",m,0,1,0,0
30,"And if I tell you that the central roles are played by Michael Gambon, surely the finest actor of his generation, and Lee Evans, one of the most inventive clowns of his, then you should want to run, not walk to see it.",m,0,1,0,0
31,"PJ Cobham reviews the Talawa Theatre''s latest productio PJ Cobham begins a lighthearted look at the industry of entertainment Jealousy and high camp are all on the menu in High Heel Parrotfish reviewed by PJ Cobham Introducing singer/songwriter Teedra Moses The new play from the rather excellent Roy Williams The latest theatre offering from Debbie Stone Tucker Precious catches up with actor and playwright, Kwame Kwei-Armah PJ Cobham reviews Post modern African Dance!",m,0,1,0,0
32,""" The awards ceremony has been endorsed by the actor Christopher Eccleston who said: ""It provides the opportunity to salute the hundreds of adults that have overcome barriers to achieve through learning.",m,0,1,0,0
33,"They discovered a young runaway boy Peter Richards (actor Stefan Dennis, later Paul in Neighbours) living in the house.",m,0,1,0,0
34,""" Filming the new episodes has also been difficult for a very different reason, the 61-year-old actor reveals.",u,0,0,1,0
35,In 1940 he had his first regular male lover who was a fellow actor.,m,0,1,0,0
36,"News > Mobile phones > 3G phones Gary Oldman to make short film using new Nokia N93 Posted by Stuart Miles 25 April 2006 - In an attempt to show off how good its new movie focused Nokia N93 actually is, Nokia has enlisted the services of actor and director Gary Oldman to shoot a short film with the new Nokia N93.",m,0,1,0,0
37,"It''s been a while since Freddie Prinze Jr. hasn''t played in a feature film but the fans of the American actor don''t need to worry, the "" Summer Catch "" star is planning his return.",m,0,1,0,0
38,Treadwell was a failed actor and he had hopes of his footage being used for a television show.,m,0,1,0,0
39,"There She Blows TX : 18th October 1961 Director : Geoffrey Hughes Writer : Frederick Gold Cast : Martin Miller, Diane Hart, Anthony Sagar, Jeremy Longhurst, Fred McNaughton, Hermione Gregory, Jack Smethurst, David Gregory, Russell Waters, Margot Lister Notes : Actor Geoffrey Chater has numerous credits in both TV and film.",m,0,1,0,0
40,"He has turned his hand to many professions: market trader, bar manager, stand-up comic and professional actor, a career he now combines with writing.",m,0,1,0,0
41,For any actor getting work is hard.,u,0,0,1,0
42,"Despite being the lead actor in Blackpool, David Morrisey''s performance is topped by that of David Tennant, who, judging from both this series and Russell T.",m,0,1,0,0
43,"The actor, nicknamed The Butterscotch Stallion, recently revealed that his best dating tip is to ""pretend to be a good listener.",m,0,1,0,0
44,"JADS 11-12-2003, 22:48 Hugh Grant - hmm 1 dimensional actor or what ;)?",m,0,1,0,0
45,""" Paparazzi is a drama spiced with Hollywood glamour about paparazzi harassing an actor and his family.",m,0,1,0,0
46,"IN LITTLE MISS SUNSHINE, veteran actor Alan Arkin gives a funny and rich performance as an eccentric old man with a filthy mouth, who has been kicked out of his retirement home for snorting heroin.",m,0,1,0,0
47,"Oscar-winning actor, Kevin Spacey, is acutely aware of this situation and is now giving something back to the profession he has excelled in.",m,0,1,0,0
48,"The actor is to release a whole album of soul songs, called ''7 Days In Memphis'' having been signed up by Sony label Epic after he impressed them with a performance of ''Don''t Give Up On Me'' in a second series episode of the show.",u,0,0,1,0
49,Despite the best efforts of his father Sang-hwans rebellious criminal ... £17.75 More details Domino The already larger than life story of Domino Harvey (daughter of British actor Laurence Harvey) a former Ford model turned bounty hounter takes on mythological proportions in Tony Scott''s fast-paced action thriller; fash... £17.75 More details downfall April 1945 a nation awaits its...,m,0,1,0,0
50,Without doubt the highlight of the festival was the achingly beautiful performance by Norwegian based french actor Guandaline Sagliocco in her solo show The Story of the Fallen Hero.,f,1,0,0,0
51,Your dad was a baseball player turned actor and you were a young (child) actor.,m,0,1,0,0
52,"George Camiller, a television actor seen most recently in Judge John Deed, had an architect round under the scheme to figure out what to do with his north London house.",m,0,1,0,0
53,"In front of a crowd of over 70 invited guests and sponsors, the Race to Dakar team of Charley Boorman, Simon Pavey and Matt Hall was introduced to the media by actor Ewan McGregor, who recently rode a BMW R1150 GS Adventure around the world with Boorman for the successful Long Way Round television series.",m,0,1,0,0
54,"Greg Hicks, the noted classical actor who made the role of Tantalus his own at the Barbican in 2001, takes the lead role.",m,0,1,0,0
55,"the theme for Ghostbusters? 3 Jay Silverheels, who died in 1980, was famed for playing which American Indian on TV? 4 Who won her fourth Best Actress Oscar for her role in On Golden Pond? 5 Which US soap featured two rival clans called the Giobertis and the Channings? 6 Which 80s detective show featured two Dobermans called Zeus and Apollo? 7 Who played Yosser Hughes in Boys from the Black Stuff? 8 Which film and subsequent TV series was set at the New York School of Performing Arts? 9 Which actor traded places with Eddie Murphy in the film Trading Places? 10 Which group performed the Bond theme for A View to a Kill? 11 Which 1985 film saw Harrison Ford hiding out in an Amish community? 12 Who played the Karate Kid in three films? 13 John Laurie, who died in 1980, played which character in Dad''s Army? 14 Who was the only British actor to win a Best Actor Oscar in the 1980s? 15 What was the name of Sonny Crockett''s pet alligator in Miami Vice?",u,0,0,1,0
56,""" Bruce Paltrow was a TV director and his daughter idolised him, so much so that on reading interviews with her I''ve often thought that references to her mother, the actor Blythe Danner, were notable by their absence.",f,1,0,0,0
57,"Contact Helen at helen@oldgarbo.com Peter Read is a writer, poet and actor.",m,0,1,0,0
58,"König der Diebe (King of Thieves) by Ivan Fila was received well in Trieste, though I suspect this was more to do with a female fascination for the lead actor Lazar Ristovski than the story of a modern day Fagin selling children into prostitution and training them to be thieves.",m,0,1,0,0
59,"In Hull he shared the stage with Samuel Phelps, the famed Shakespearean actor and following his performance as Othello in Scarborough in 1831 he was described as ""an actor of genius"".",m,0,1,0,0
60,"Actor, Frederic Forrest - a favourite of Johnny Depp and the reason he took on the role was used to movie making.",m,0,1,0,0
61,"And that you may perceive I fain not with you, behold their fellow actor in those forgeries; who, full of Spleen and envy at their so sudden advancements, revealed all their plot in anger.",u,0,0,1,0
62,"You may have heard a brilliant interview with the actor Robert Lindsay, who recently played Richard III in Stratford.",m,0,1,0,0
63,"He also (""to my considerable relief"") failed to get into university, and spent two years working as an au pair to a peer''s family and as a chauffeur before he plucked up courage to tell his father that what he really wanted to be was an actor.",m,0,1,0,0
64,Karl Swenson (1908–1978) was an actor who died in Torrington.,m,0,1,0,0
65,Of actor adolph his actual role ability of reading.,m,0,1,0,0
66,"The main character of Burt Munro is played by Anthony Hopkins and although he is an actor I do not rate, in this role he seems to find a different character to the one he usually plays.",m,0,1,0,0
67,"And so I did it and it went down gang-busters, and I think really I just decided then that I was either going to be an actor or a priest, one of the two.",u,0,0,1,0
68,New Zealand born actor Ewan Solon (1918-1985) had film roles stretching back to the 40''s.,m,0,1,0,0
69,""" The meaning to be conveyed by the actor playing Hamlet is clear: ""The dram of eale"" doth often d''out , douse , and discredit one''s virtue.",m,0,1,0,0
70,"""We looked for someone with a biting, satirical, iconic and brilliant sense of comedy, and we were fortunate to get the perfect actor: Bill Murray.",m,0,1,0,0
71,This is why Clooney is such a marvellous actor.,m,0,1,0,0
72,"For example, in the staging of ""1979"" one actor wanders through the villa of a millionaire, and this walk is created through superimposition of his own image with images that are created by means of another actor leafing through an architectural magazine whose design photographs are filmed live by a camera person: these filmed images become projections of architectonic space for the walk on screen.",u,0,0,1,0
73,"Following a career as a professional actor, he served an apprenticeship to Edmund de Wall before setting up his own studio in 1998.",m,0,1,0,0
74,"The timing of each call of approbation was considered crucial, and assisted an actor when building to a particular dramatic moment.",u,0,0,1,0
75,Dave Willetts who had previously played the role in London and he was the first actor I had seen in the role.,m,0,1,0,0
76,"The walk was led by an actor who broke into jolly song from time to time, sounds tacky which it was and wasn''t at the same time.",u,0,0,1,0
77,"However, for the actor, it would then become increasingly more difficult to break for their usual roles if their desire was to elevate themselves to the front ranks, particularly if their specific stereotype was part of their attraction.",u,0,0,1,0
78,"Bringing Morrissey on board JM : So, in the situation with the occasion of tonight''s evening, as it were, with David, you worked with David Morrissey, who is also an incredibly talented wanker [laughter] . How did you... you obviously knew him primarily as an actor, you''ve worked with more than once, haven''t you?",m,0,1,0,0
79,"I want to be an actor, I want to be a Robert De Niro, a pure actor.",m,0,1,0,0
80,"I don''t understand why he''s not as much in demand as Daniel Day Lewis, another gifted actor.",m,0,1,0,0
81,"He''s since worked with Altman in Short Cuts , winning the Golden Lion, and with Stanley Kubrick in Full Metal Jacket . A veteran of over 30 films, he starred in Birdy , Married to the Mob , The Browning Version , And The Band Played On and Pacific Heights showing his diversity as an actor.",m,0,1,0,0
82,"There will be times when I hopefully will play the kind of person that they''re able to put their finger on and call for instance, ""a leading man"" or call for instance ""an action actor"" or call for instance ""a dramatic actor"" or ""comedic actor"" and so it''s been throughout my career, whatever job I did last, that''s the next 25 scripts I get.",m,0,1,0,0
83,"After 12 years I wondered what on earth I would do, then a friend of mine who was an actor said had I thought about becoming an agent.",u,0,0,1,0
84,"The actor, who plays difficult Dr Perry Cox in the hit ... read No engagement for Jen and Vince 18/08/2006 Jennifer Aniston has denied rumours that she and Vince Vaughn are engaged to be married, saying that the speculation is ""insane"".",u,0,0,1,0
85,"As any proper account of human behaviour cannot be limited to one of cause and effect, but must include actor intention within a normative order, the relationship between what are termed ''learning process'' and ''learning outcome'' becomes problematic.",d,0,0,0,1
86,A truly British gent - also a very fine actor and sincere person.,m,0,1,0,0
87,"The re-shoot of a scene in Vanilla Sky, in which Tom Cruise says he has always dreamt of abseiling down the World Trade Centre The removal of a scene from the movie People I Know, which shows a druggy Al Pacino hallucinating that he sees the World Trade Centre lying on its side The postponement of the release of Collateral Damage, which stars Arnold Schwarzenegger as a fireman whose family is killed by terrorists The withdrawal of a Spider Man trailer which showed a helicopter trapped in a web spun between the Twin Towers Which actor was only prevented from being on the roof of the World Trade Centre on the morning of the tragedy by the late arrival of a script?",u,0,0,1,0
88,"It has sheltered a long line of actor folk and their friends since then, earning thereby reverence, gratitude, and immortal memory.--[Church of the Transfiguration.",u,0,0,1,0
89,She trained at Drama Centre London and worked as an actor and director in Iran and the UK.,f,1,0,0,0
90,"John''s younger self is portrayed by a different boy actor each night to show what it was like living with an eccentric father who was prone to making hilarious observations -- ""when you''ve been troubled by a wasp, don''t you just love a fly?",m,0,1,0,0
91,Where will I find details of the films that an actor/director/writer/composer has worked on?,u,0,0,1,0
92,"Peerless on the pitch, he had an alarming tendency to to suddenly snap in the heat of the moment and strike out against his enemies, whereas, away from the game he is a calm and reflective poet, philosopher, actor and artist.",d,0,0,0,1
93,"And because of StarNow, I am now an actor, working as an actor for pay!",u,0,0,1,0
94,The organization grew to involve comedian Bob Hope and most recently actor Michael J.,m,0,1,0,0
95,"As an actor, I choose to spend more time away from my home.",u,0,0,1,0
96,"To our rear was the ever beautiful Caroline Munro (who was very charming and chatty), Shane Rimmer (who stopped by a chat during the morning), David Hedison and horror actor Ken Foree (sporting the obligatory Hollywood shades despite the dreary and rainy morning).",m,0,1,0,0
97,Exeter specialises in actor training and actor theory as well as playwriting.,u,0,0,1,0
98,"Lastly Moore didn''t humiliate Heston, the aging actor was perfectly good at doing that himself.",m,0,1,0,0
99,As an actor one of the be placed in.,u,0,0,1,0
100,Is the bang going to do any damage to the ears of the actor who is sitting close to the pyro? 4.,u,0,0,1,0
101,"By studying the administrative capacities that the European Commission and three member states (Germany, the Netherlands and the UK) have created to discharge this responsibility, this article shows significant administrative weaknesses at actor and at network level.",d,0,0,0,1
102,"Dulli, a closet actor and film fan, had a starring role as the voice of John Lennon in the film ""Backbeat.",m,0,1,0,0
103,"Speaking online, the 31-year-old actor recalled meeting Alba on a separate movie project and just simply ''butting heads'' across the table.",u,0,0,1,0
104,"Posted: 06:05 27 Jun 2005 10/10 - tack love jamie Posted: 02:09 25 Jun 2005 10/10 - Lydia -14 I saw the second performance of the show and I thought Liam was amazing, a brilliant actor, singer and dancer especially.",m,0,1,0,0
105,"By Chris Castle The March ''97 batch of new guides at Cheddar included one whom we thought to be the famous actor Patrick Stewart, fallen onto bad times.",m,0,1,0,0
106,Moradice Gesture : The actor looks in a (possibly imaginary) inside jacket pocket.,u,0,0,1,0
107,"It''s great for us to just see how it may turn out, but it''s also a great selling tool because when you go to the actor with this piece of material that is already animated with their voice coming out of it.",u,0,0,1,0
108,A Sky One remake of the cult series is planned for next year but the lead actor has not yet been announced.,u,0,0,1,0
109,"This will be followed by Roger Lllewellyn, the renowned stage actor, performing a very special version of ''The Last Act'', written by David Stuart Davies.",m,0,1,0,0
110,"And he''s just as wonderful actor, stealing confused and jealous glances as Kitri danced with Don Q.",m,0,1,0,0
111,He really was just like an actor in his ways very nice and possesses a tremendous personality he carried on a very learned and booky conversation with Freddie and Mrs. Elwell but was awfully interesting I felt an awful ignoramus.,m,0,1,0,0
112,In what sense can we say that such an actor is autonomous?,u,0,0,1,0
113,"With the arrival of the tortured, broodingly romantic antihero character of vampire Barnabas Collins (wonderfully played by the charismatic Canadian Shakespearean character actor, Jonathan Frid), the series became quite literally, a sensation.",m,0,1,0,0
114,"While his performance is as good as an you would expect from such an accomplished actor as him, it''s a little disappointing that his involvement within the story is as limited as it is.",m,0,1,0,0
115,"He has worked both as an actor and writer with Peter Van Kraaij in Exiles (1993), the film Vinaya (1992), Ward Comblez (1989), Het Kind van de Smid (1990) and Wolokolamsker Chaussée (1998).",m,0,1,0,0
116,"Her involvement with and interest in Jewish music is growing all the time. back to top Karsten Troyke ...singer, speaker and actor, song-writer with a strangely husky voice.",f,1,0,0,0
117,""" Richard Coombs, the Film Liaison Manager of the Wales Screen Commission, in North Wales, said: ""As a comedy actor Stephen Lewis is something of a national treasure and we are absolutely thrilled that he has agreed to unveil the Holiday on the Buses plaque.",m,0,1,0,0
118,"Act of war: Robbins''s anti-Bush satire takes to the stage in London Published: 28 August 2004 When the actor Tim Robbins was publicly vilified in the US for his fierce condemnation of the war in Iraq, he responded the way he knew best.",m,0,1,0,0
119,"Training for actors It is possible to start out as an actor with just loads of talent and no professional training, but doing it this way has some severe drawbacks.",u,0,0,1,0
120,"Mamet once famously said: ""Nobody becomes an actor because they had a happy childhood.",u,0,0,1,0
121,Joe is an intense actor who is never used very well.,u,0,0,1,0
122,"And the actor described the £500,000 they want from Hello! as ""a pittance"" considering the stress they had endured.",u,0,0,1,0
123,"There is a smile to be had whenever the panic-stricken actor mutters the classic '' Scooby Doo, where are yooou?",u,0,0,1,0
124,"Outstanding performances were given (to my point of view) from Thenardier (who was actually understudied in the Thursday afternoon performance, my congratulations to the actor) and from Javert, played by Ethan Freeman.",u,0,0,1,0
125,The following image shows the placement of this particular actor after right clicking.,u,0,0,1,0
126,"""As an actor, you become accustomed to waiting.",u,0,0,1,0
127,In the future I would love to become a famous actor.,u,0,0,1,0
128,[more] Russell Crowe''s rugby help The ''Cinderella Man'' actor is so fed up with the South Sydney Rabbitohs poor form he has decided to take a hands-on approach....,m,0,1,0,0
129,"Lusted after by women and men alike, Ned commands all the perks of a star; at the same time, he is a dedicated actor who runs lines with his stage dresser Maria (Claire Danes), who quietly adores him.",m,0,1,0,0
130,Bad movie actor turned US president.,m,0,1,0,0
131,"John Trones Official site for the talented actor, writer and singer.",m,0,1,0,0
132,"the Chocolate Factory? 7 BA- Which product was invented by Johnson & Johnson in 1921? 8 The F of the C of G- Where did Henry meet Francis in 1520? 9 AQ- What is the Arabic for ""the foundation""? 10 The BW- How is the 42nd Regiment in Scotland otherwise known? 11 A to the C of SJ- What official title is held by Ambassadors to the United Kingdom? 12 RUTG- Which company was founded by Andrew Lloyd Webber in 1977? 13 OS- Which actor penned the autobiography The Eternal Male? 14 PC- In 1989 the TV show This Morning became Britain''s first sponsored TV show.",u,0,0,1,0
133,Bill Clinton was the actor who led us into the eighth initiation by his affair with Monika.,d,0,0,0,1
134,"Helena enjoyed a brief fling with comedy actor Steve Martin but soon found true love, with director Tim Burton, during the filming of Planet of the Apes.",m,0,1,0,0
135,"""This important archive has found a home on Google Video where anyone in the world whether it''s a student, aspiring actor or historian can have immediate and free access to this cultural asset,"" said Susan Wojcicki Vice President of Product Management for Google Video.",u,0,0,1,0
136,"Best known as a film actor, Hawke made his debut with River Phoenix in the science-fiction movie Explorers , when he was fourteen years old.",m,0,1,0,0
137,"One wonders why Shakespeare, who must have had a close connection to the promptbook -- if only as actor and shareholder, never noticed or bothered to correct these obvious errors.",u,0,0,1,0
138,"Since the actor should show the audience that he has chosen one action, as opposed to another, he must be aware of the presence of the audience , not, as in Stanislavsky''s ideal, wrapped up in himself and oblivious of audience.",m,0,1,0,0
139,"Legend has it (well Ms Friedman and Ms Gold have both told the story in their respective one-woman shows, Maria Friedman By Special Arrangement and LOUISE GOLD ... By Appointment respecitively) that on opening night the trio discovered that Stephen Sondheim had sent every actor in the company the SAME good luck card and message, namely: A photograph of himself which he had signed with the words ""...out of the entire cast you are by far the best.",u,0,0,1,0
140,"GC/MF Fame actor and dancer dies in New York Gene Anthony Ray (pictured), actor and dancer in the hit movie and TV series ''Fame'', has died from a heart attack in New York at the age of 41.",m,0,1,0,0
141,"One of it''s highlights is the classic, much-loved British actor Dan O''Herlihy - who makes a good villain.",m,0,1,0,0
142,As an actor what you experience sculpts you into a better performer.,u,0,0,1,0
143,Mostly unknown actor had a huge in with both always play cards.,u,0,0,1,0
144,"His white hair is cropped short and his close-cut moustache and goatee give him the air of a well-preserved Spanish don, an appropriate look for an actor whose best-known roles have been Mexican bandits or sinister Italians (think of the doddering but deadly Mafia boss Don Altobello in 1990''s The Godfather Part III ), despite his real-life Polish-Jewish background.",m,0,1,0,0
145,This course focuses on the business side of being an actor.,u,0,0,1,0
146,I thought that maybe you would be a good enough actor to avoid their fate.,u,0,0,1,0
147,"It''s quite possible that Paul Landres'' superior B-movie The Return of Dracula was more of an influence.) A big problem is Mori Kishida as the vampire (not actually Dracula after all), a poor actor with little charisma and nothing going for him except his height and some golden contact lenses.",m,0,1,0,0
148,BBC Drama offered a cop show with a Black actor and ITV the first children''s series with an Asian lead actor.,u,0,0,1,0
149,Camera Directions As this is a shooting script we can add camera and actor directions to the script - in a spec script you wouldn''t do this - just like you wouldn''t turn round to Coppola and say ''Do a Close Up here''.,u,0,0,1,0
150,"LEARNING LINES As an actor learning and rehearsing a role, it will always be best to allow yourself to come up with lots of ideas.",u,0,0,1,0
151,"anything about the wooden dialogue, which contains an American producer''s usual misconception about Cockney speech Anthology Menu For Others (American made) . . . . . Errol Flynn Theatre - Of the 26 made, we have these films: 5 ""Strange Auction"" - starring Errol Flynn - set in Ireland a poor family finds a novel way of raising the wind 7 ""The Girl in the Blue Jeans"" - Glynis Johns plays an intruder on a windy night who calls herself Doris Cocklethwaite when she''s interrupted at the home of famous actor Steve Farrar (Herbert Lom).",m,0,1,0,0
152,I always thought Christopher Lee was my favourite actor but after watching Cushing in numerous films (all of varying quality) it''s clear to see that he puts the effort in 100% of the time.,m,0,1,0,0
153,"All would go on to great success: Aherne with Mrs Merton and The Royle Family, and Thomson as a stand-up and actor in Cold Feet.",u,0,0,1,0
154,""" Trust Finance Director Bob Williams said: ""The launch of a public Appeal supported by our Vice-President, actor David Suchet has raised over £150,000 from over 800 individuals and organisations and has been instrumental in securing these canal crossings.",m,0,1,0,0
155,"DM : I think Jimmy... one of the things about having someone like Jimmy... he does have a profile, but what''s wonderful about him as an actor, and how brave he is, is that he chooses to do something like this, whereas it would be very easy for him to, you know, carry on... but he does Bloody Sunday [d.",m,0,1,0,0
156,"""While his prettier, sexier, thinner contemporaries such as Ralph Fiennes were flitting off to Hollywood in the late 80s and 90s, he went on slogging it out in Stratford, pushing his way out of the ''comic actor'' box into which he had been shoehorned, and honing his craft as a classical actor.",m,0,1,0,0
157,"While the court case was running, the actor died and his heirs took his position as plaintiff.",m,0,1,0,0
158,I often think it''s much more to do with how the actor uses their ears rather than their mouth.,u,0,0,1,0
159,"His father is played by Jatin ""Bunty"" Grewal, in a first feature film for the model turned actor.",m,0,1,0,0
160,"The making of the ""post-modern manager"" is the rehearsal of an actor capable of playing the right subjective role in an ongoing masquerade - yet where the ""modern"" manager perhaps believed the masque to be real, the 21st century manager is a player with few such illusions.",u,0,0,1,0
161,"Born into a show business family, the second generation industry veteran followed in the footsteps of her parents, actress Marjorie Lord (TV''s ''Make Room for Daddy"") and actor John Archer (White Heat).",m,0,1,0,0
162,"Welles was after all first and foremost an actor, playing close to a hundred roles in his on-screen career compared to the 16 films he directed (two of which, Don Quixote and The Other Side of the World were never completed).",m,0,1,0,0
163,"Hugh James, actor and playwright, relates to Dave Clark his experiences on the set with Steve.",m,0,1,0,0
164,Data can be recorded for a single actor or a number of identified actors.,u,0,0,1,0
165,"Particular research strengths are in performance research, British political theatre, American drama, consciousness and the actor, Indian theatre, Welsh theatre, dramatic literature and Film and Television Studies.",u,0,0,1,0
166,"It''s as if Sher the actor were entirely unrelated to the Antony Sher who did the adaptation of Primo Levi''s Auschwitz testimony If This Is A Man . A couple of times, quite early on during the press performance, I thought I just detected a catch in his voice, and I thought I realised what was going on.",u,0,0,1,0
167,Movie bosses are said to want the handsome actor to play JR Ewing or brother Bobby in the upcoming film.,m,0,1,0,0
168,"The principal actor in this barbarous tragedy was Henry Jones, the son of Thomas Jones, late of Monmouth in Southwales, and Grace his wife; parents miserably unhappy to bring into the world so ungrateful and unnatural a wretch, that justly came to suffer an ignominious death, for bereaving her of life, from whom he thus derived his own: It were no less injury to truth, then affront to the countrey of his nativity, should we deny him to be by descent a gentleman, his father being a person of a competent estate",m,0,1,0,0
169,Source: The Magic Box Seiyuu Mori Katsuji Birthday Voice actor Mori Katsuji celebrated his 57th birthday on July 10th.,u,0,0,1,0
170,Neil Bedassie My main ambition is to become an actor on screen / theatre.,m,0,1,0,0
171,Mary also has a very personal tale to recount - her involvement with a young and ambitious would-be actor named...,u,0,0,1,0
172,"So my first task was to stress the the fact that every actor is significant - and this year, in particular, I want to really make use of the ensemble throughout the show.",u,0,0,1,0
173,"Hanfstaengl cried out for caricature: a two metre tall, round shouldered dolichocephal, he bore a remarkable resemblance (save the teeth) to the actor Richard Kiel, who played ''Jaws'' in the James Bond film ''Moonraker''.",m,0,1,0,0
174,"An explosive, highly entertaining action thriller, SNAKE EYES teams hot, Academy Award(tm) winning actor Nicolas Cage (Best Actor 1995 - Leaving Las Vegas, Face/Off, City Of Angels) with big screen favourite Gary Sinise (Ransom, Forrest Gump, Apollo 13).",m,0,1,0,0
175,"The Unknown Kurt Weill Soprano, actor, quartet (bass, pianist, flute and saxophone) Work in progress Wagner and His Heroines Back to top Teaching Marie believes that every person has a musical instrument they can play - the voice.",m,0,1,0,0
